poiID,nombre,capacidad,media_libres,media_libres_discapacitados,max_libres,max_libres_discapacitados,max_time_libres,min_libres,min_libres_discapacitados,min_time_libres
1,Salitre,342,191,-1,241,-1,03:00:00,120,-1,12:45:00
2,Cervantes,-1,201,-1,309,-1,05:17:00,51,-1,13:10:00
3,El Palo,-1,49,-1,84,-1,08:55:00,0,-1,14:25:00
4,Av. de Andalucía,-1,381,-1,489,-1,04:27:00,206,-1,12:45:00
5,Camas,-1,126,-1,237,-1,05:17:00,3,-1,12:18:00
6,Cruz De Humilladero,100,64,-1,84,-1,21:55:00,45,-1,11:17:00
8,Alcazaba,-1,115,-1,245,-1,06:55:00,1,-1,21:35:00
9,San Juan De La Cruz,410,345,-1,393,-1,07:26:00,228,-1,11:48:00
10,Pz. de la Marina,324,81,-1,219,-1,06:35:00,0,-1,11:17:00
12,Tejón y Rodriguez,-1,61,-1,88,-1,07:26:00,44,-1,12:18:00
138,El Carmen,-1,-1,-1,-1,-1,09:11:00,-1,-1,09:11:00
139,Mármoles,-1,-1,-1,-1,-1,09:11:00,-1,-1,09:11:00
140,El Limonar,161,-1,-1,-1,-1,09:11:00,-1,-1,09:11:00
142,Bailén,-1,-1,-1,-1,-1,09:11:00,-1,-1,09:11:00
